audio_id,split,label,suggested,p_label,p_suggested,reason,original_filename,source,path,score
AUD-002373,val,Animal Sound,Gunshot,0.001,0.999,model is sure it is Gunshot,us8k_118963-3-0-0.wav,UrbanSound8K:118963:dog_bark,audio_dataset/processed/val/Animal Sound/AUD-002373.wav,1.299
AUD-006461,val,Background Noise,Vehicle Horn,0.001,0.672,label gets a low probability,notscream_jklPXWVY718_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/val/Background Noise/AUD-006461.wav,1.299
AUD-002199,train,Animal Sound,Aggression,0.001,0.992,model is sure it is Aggression,esc50_5-103421-A-2.wav,ESC-50:103421:pig,audio_dataset/processed/train/Animal Sound/AUD-002199.wav,1.299
AUD-002163,train,Animal Sound,Background Noise,0.001,0.998,model is sure it is Background Noise,esc50_4-191246-B-7.wav,ESC-50:191246:insects,audio_dataset/processed/train/Animal Sound/AUD-002163.wav,1.299
AUD-005084,train,Aggression,Animal Sound,0.001,0.999,model is sure it is Animal Sound,vsd_angry_122_03545.wav,VSD:angry_122@354.5-356.1s,audio_dataset/processed/train/Aggression/AUD-005084.wav,1.299
AUD-005855,train,Background Noise,Animal Sound,0.001,0.999,model is sure it is Animal Sound,esc50_4-59579-B-20.wav,ESC-50:59579:crying_baby,audio_dataset/processed/train/Background Noise/AUD-005855.wav,1.299
AUD-004224,train,Panic Scream,Background Noise,0.001,0.999,model is sure it is Background Noise,scream_6AFVlijRSNU_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004224.wav,1.299
AUD-004271,train,Panic Scream,Background Noise,0.001,0.997,model is sure it is Background Noise,scream_8nyGDRdrruw_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004271.wav,1.299
AUD-006895,train,Background Noise,Animal Sound,0.002,0.997,model is sure it is Animal Sound,us8k_66000-9-0-0.wav,UrbanSound8K:66000:street_music,audio_dataset/processed/train/Background Noise/AUD-006895.wav,1.298
AUD-001523,train,Vehicle Horn,Animal Sound,0.002,0.762,model is sure it is Animal Sound,esc50_5-179868-A-43.wav,ESC-50:179868:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001523.wav,1.298
AUD-006745,train,Background Noise,Alarm or Siren,0.002,0.998,model is sure it is Alarm or Siren,us8k_155242-9-0-15.wav,UrbanSound8K:155242:street_music,audio_dataset/processed/train/Background Noise/AUD-006745.wav,1.298
AUD-004196,train,Panic Scream,Background Noise,0.002,0.997,model is sure it is Background Noise,scream_4xTGouBKGN4_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004196.wav,1.298
AUD-005887,train,Background Noise,Panic Scream,0.002,0.996,model is sure it is Panic Scream,esc50_5-198411-D-20.wav,ESC-50:198411:crying_baby,audio_dataset/processed/train/Background Noise/AUD-005887.wav,1.298
AUD-005787,val,Background Noise,Animal Sound,0.002,0.962,model is sure it is Animal Sound,esc50_4-167571-A-26.wav,ESC-50:167571:laughing,audio_dataset/processed/val/Background Noise/AUD-005787.wav,1.298
AUD-005870,train,Background Noise,Panic Scream,0.002,0.718,model is sure it is Panic Scream,esc50_5-181458-A-33.wav,ESC-50:181458:door_wood_creaks,audio_dataset/processed/train/Background Noise/AUD-005870.wav,1.298
AUD-000636,test,Alarm or Siren,Background Noise,0.002,0.997,model is sure it is Background Noise,esc50_2-102435-A-37.wav,ESC-50:102435:clock_alarm,audio_dataset/processed/test/Alarm or Siren/AUD-000636.wav,1.298
AUD-006424,train,Background Noise,Panic Scream,0.002,0.998,model is sure it is Panic Scream,notscream_GjE_iD2BbFg_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006424.wav,1.298
AUD-004610,train,Panic Scream,Aggression,0.002,0.694,label gets a low probability,scream_MStmROOpspI_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004610.wav,1.298
AUD-004942,test,Aggression,Alarm or Siren,0.002,0.87,model is sure it is Alarm or Siren,vsd_angry_049_00280.wav,VSD:angry_049@28.0-31.0s,audio_dataset/processed/test/Aggression/AUD-004942.wav,1.298
AUD-006452,train,Background Noise,Panic Scream,0.002,0.998,model is sure it is Panic Scream,notscream_iUxy2s5d60o_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006452.wav,1.298
AUD-005156,val,Aggression,Animal Sound,0.002,0.775,model is sure it is Animal Sound,vsd_angry_191_01171.wav,VSD:angry_191@117.1-119.9s,audio_dataset/processed/val/Aggression/AUD-005156.wav,1.298
AUD-005185,train,Aggression,Background Noise,0.002,0.998,model is sure it is Background Noise,vsd_angry_204_01835.wav,VSD:angry_204@183.5-187.9s,audio_dataset/processed/train/Aggression/AUD-005185.wav,1.298
AUD-000561,train,Glass Breaking,Background Noise,0.002,0.448,label gets a low probability,esc50_3-216281-A-39.wav,ESC-50:216281:glass_breaking,audio_dataset/processed/train/Glass Breaking/AUD-000561.wav,1.298
AUD-002064,val,Animal Sound,Background Noise,0.002,0.704,model is sure it is Background Noise,esc50_3-146972-A-5.wav,ESC-50:146972:cat,audio_dataset/processed/val/Animal Sound/AUD-002064.wav,1.298
AUD-006501,val,Background Noise,Animal Sound,0.002,0.982,model is sure it is Animal Sound,notscream_NK92DUyyngc_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/val/Background Noise/AUD-006501.wav,1.298
AUD-000619,val,Glass Breaking,Background Noise,0.002,0.803,model is sure it is Background Noise,extra_wings_of_freedom-broken-glass-403772.mp3,extra:Glass Breaking (manual),audio_dataset/processed/val/Glass Breaking/AUD-000619.wav,1.298
AUD-001628,train,Vehicle Horn,Gunshot,0.003,0.996,model is sure it is Gunshot,us8k_185436-1-5-0.wav,UrbanSound8K:185436:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001628.wav,1.297
AUD-006524,train,Background Noise,Panic Scream,0.003,0.997,model is sure it is Panic Scream,notscream_pk0xBpBk0s0_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006524.wav,1.297
AUD-002098,train,Animal Sound,Background Noise,0.003,0.997,model is sure it is Background Noise,esc50_3-253084-C-2.wav,ESC-50:253084:pig,audio_dataset/processed/train/Animal Sound/AUD-002098.wav,1.297
AUD-004547,train,Panic Scream,Background Noise,0.003,0.997,model is sure it is Background Noise,scream_JNsG1IJDY6Y_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004547.wav,1.297
AUD-001495,test,Vehicle Horn,Animal Sound,0.003,0.77,model is sure it is Animal Sound,esc50_2-100648-A-43.wav,ESC-50:100648:car_horn,audio_dataset/processed/test/Vehicle Horn/AUD-001495.wav,1.297
AUD-005181,train,Aggression,Background Noise,0.003,0.908,model is sure it is Background Noise,vsd_angry_204_00882.wav,VSD:angry_204@88.3-94.3s,audio_dataset/processed/train/Aggression/AUD-005181.wav,1.297
AUD-006414,train,Background Noise,Panic Scream,0.003,0.997,model is sure it is Panic Scream,notscream_fWTrDugFpko_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006414.wav,1.297
AUD-002184,train,Animal Sound,Panic Scream,0.003,0.989,model is sure it is Panic Scream,esc50_4-250864-A-8.wav,ESC-50:250864:sheep,audio_dataset/processed/train/Animal Sound/AUD-002184.wav,1.297
AUD-006720,train,Background Noise,Animal Sound,0.003,0.996,model is sure it is Animal Sound,us8k_142003-2-0-8.wav,UrbanSound8K:142003:children_playing,audio_dataset/processed/train/Background Noise/AUD-006720.wav,1.297
AUD-004098,train,Gunshot,Animal Sound,0.003,0.984,model is sure it is Animal Sound,us8k_93139-6-0-0.wav,UrbanSound8K:93139:gun_shot,audio_dataset/processed/train/Gunshot/AUD-004098.wav,1.297
AUD-005812,val,Background Noise,Animal Sound,0.003,0.997,model is sure it is Animal Sound,esc50_4-182839-A-17.wav,ESC-50:182839:pouring_water,audio_dataset/processed/val/Background Noise/AUD-005812.wav,1.297
AUD-005199,train,Person Asking for Help,Animal Sound,0.004,0.633,label gets a low probability,rec_S01_20260924_031742_011.wav,team-recording:S01,audio_dataset/processed/train/Person Asking for Help/AUD-005199.wav,1.296
AUD-002564,test,Animal Sound,Background Noise,0.004,0.687,label gets a low probability,us8k_183989-3-1-23.wav,UrbanSound8K:183989,audio_dataset/processed/test/Animal Sound/AUD-002564.wav,1.296
AUD-000657,train,Alarm or Siren,Background Noise,0.004,0.992,model is sure it is Background Noise,esc50_3-132340-A-37.wav,ESC-50:132340:clock_alarm,audio_dataset/processed/train/Alarm or Siren/AUD-000657.wav,1.296
AUD-001518,val,Vehicle Horn,Background Noise,0.004,0.988,model is sure it is Background Noise,esc50_4-191015-A-43.wav,ESC-50:191015:car_horn,audio_dataset/processed/val/Vehicle Horn/AUD-001518.wav,1.296
AUD-005623,train,Background Noise,Animal Sound,0.004,0.996,model is sure it is Animal Sound,esc50_2-87795-A-24.wav,ESC-50:87795:coughing,audio_dataset/processed/train/Background Noise/AUD-005623.wav,1.296
AUD-004072,train,Gunshot,Background Noise,0.004,0.763,model is sure it is Background Noise,us8k_7061-6-0-0.wav,UrbanSound8K:7061:gun_shot,audio_dataset/processed/train/Gunshot/AUD-004072.wav,1.296
AUD-005037,train,Aggression,Background Noise,0.004,0.979,model is sure it is Background Noise,vsd_angry_095_00098.wav,VSD:angry_095@9.8-15.8s,audio_dataset/processed/train/Aggression/AUD-005037.wav,1.296
AUD-006274,train,Background Noise,Panic Scream,0.004,0.996,model is sure it is Panic Scream,notscream_1_cwgiVIRJw_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006274.wav,1.296
AUD-002185,train,Animal Sound,Background Noise,0.004,0.996,model is sure it is Background Noise,esc50_4-250869-A-2.wav,ESC-50:250869:pig,audio_dataset/processed/train/Animal Sound/AUD-002185.wav,1.296
AUD-004935,train,Aggression,Animal Sound,0.004,0.969,model is sure it is Animal Sound,vsd_angry_042_00180.wav,VSD:angry_042@18.0-20.0s,audio_dataset/processed/train/Aggression/AUD-004935.wav,1.296
AUD-005699,train,Background Noise,Aggression,0.004,0.986,model is sure it is Aggression,esc50_3-152912-A-26.wav,ESC-50:152912:laughing,audio_dataset/processed/train/Background Noise/AUD-005699.wav,1.296
AUD-000109,test,Machinery Fault,Background Noise,0.004,0.996,model is sure it is Background Noise,mimii_mimii_00000108.wav,MIMII:mimii:abnormal,audio_dataset/processed/test/Machinery Fault/AUD-000109.wav,1.296
AUD-005465,train,Background Noise,Gunshot,0.005,0.995,model is sure it is Gunshot,esc50_1-31748-A-21.wav,ESC-50:31748:sneezing,audio_dataset/processed/train/Background Noise/AUD-005465.wav,1.295
AUD-002119,train,Animal Sound,Vehicle Horn,0.005,0.716,model is sure it is Vehicle Horn,esc50_4-133895-A-7.wav,ESC-50:133895:insects,audio_dataset/processed/train/Animal Sound/AUD-002119.wav,1.295
AUD-005481,train,Background Noise,Animal Sound,0.005,0.993,model is sure it is Animal Sound,esc50_1-47274-A-21.wav,ESC-50:47274:sneezing,audio_dataset/processed/train/Background Noise/AUD-005481.wav,1.295
AUD-000563,train,Glass Breaking,Gunshot,0.005,0.994,model is sure it is Gunshot,esc50_4-204115-A-39.wav,ESC-50:204115:glass_breaking,audio_dataset/processed/train/Glass Breaking/AUD-000563.wav,1.295
AUD-004431,train,Panic Scream,Aggression,0.005,0.91,model is sure it is Aggression,scream_e7i3GXL0iuU_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004431.wav,1.295
AUD-005012,train,Aggression,Animal Sound,0.005,0.914,model is sure it is Animal Sound,vsd_angry_085_00132.wav,VSD:angry_085@13.2-17.3s,audio_dataset/processed/train/Aggression/AUD-005012.wav,1.295
AUD-006901,train,Background Noise,Alarm or Siren,0.005,0.993,model is sure it is Alarm or Siren,us8k_73524-0-0-54.wav,UrbanSound8K:73524:air_conditioner,audio_dataset/processed/train/Background Noise/AUD-006901.wav,1.295
AUD-004240,test,Panic Scream,Background Noise,0.005,0.891,model is sure it is Background Noise,scream_7ag2YQ1Kn2c_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/test/Panic Scream/AUD-004240.wav,1.295
AUD-002178,train,Animal Sound,Background Noise,0.005,0.988,model is sure it is Background Noise,esc50_4-223125-A-14.wav,ESC-50:223125:chirping_birds,audio_dataset/processed/train/Animal Sound/AUD-002178.wav,1.295
AUD-005609,val,Background Noise,Animal Sound,0.005,0.978,model is sure it is Animal Sound,esc50_2-80844-A-13.wav,ESC-50:80844:crickets,audio_dataset/processed/val/Background Noise/AUD-005609.wav,1.295
AUD-006478,train,Background Noise,Panic Scream,0.006,0.994,model is sure it is Panic Scream,notscream_L9cNzJUOYuk_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006478.wav,1.294
AUD-002217,train,Animal Sound,Background Noise,0.006,0.993,model is sure it is Background Noise,esc50_5-194932-A-7.wav,ESC-50:194932:insects,audio_dataset/processed/train/Animal Sound/AUD-002217.wav,1.294
AUD-006750,train,Background Noise,Alarm or Siren,0.006,0.986,model is sure it is Alarm or Siren,us8k_158593-2-0-52.wav,UrbanSound8K:158593:children_playing,audio_dataset/processed/train/Background Noise/AUD-006750.wav,1.294
AUD-001299,train,Alarm or Siren,Vehicle Horn,0.006,0.994,model is sure it is Vehicle Horn,us8k_28426-8-0-0.wav,UrbanSound8K:28426:siren,audio_dataset/processed/train/Alarm or Siren/AUD-001299.wav,1.294
AUD-002263,train,Animal Sound,Background Noise,0.006,0.994,model is sure it is Background Noise,esc50_5-244315-C-6.wav,ESC-50:244315:hen,audio_dataset/processed/train/Animal Sound/AUD-002263.wav,1.294
AUD-006817,val,Background Noise,Animal Sound,0.006,0.99,model is sure it is Animal Sound,us8k_182739-2-0-35.wav,UrbanSound8K:182739:children_playing,audio_dataset/processed/val/Background Noise/AUD-006817.wav,1.294
AUD-001508,val,Vehicle Horn,Background Noise,0.006,0.994,model is sure it is Background Noise,esc50_3-161010-A-43.wav,ESC-50:161010:car_horn,audio_dataset/processed/val/Vehicle Horn/AUD-001508.wav,1.294
AUD-005967,train,Background Noise,Animal Sound,0.006,0.994,model is sure it is Animal Sound,extra_floraphonic-empty-glass-table-foley-slide-9-237635.mp3,extra:Background Noise (manual),audio_dataset/processed/train/Background Noise/AUD-005967.wav,1.294
AUD-006691,train,Background Noise,Animal Sound,0.006,0.994,model is sure it is Animal Sound,us8k_106905-5-0-0.wav,UrbanSound8K:106905:engine_idling,audio_dataset/processed/train/Background Noise/AUD-006691.wav,1.294
AUD-001784,val,Vehicle Horn,Animal Sound,0.006,0.714,model is sure it is Animal Sound,us8k_72259-1-9-1.wav,UrbanSound8K:72259:car_horn,audio_dataset/processed/val/Vehicle Horn/AUD-001784.wav,1.294
AUD-004923,train,Aggression,Panic Scream,0.006,0.99,model is sure it is Panic Scream,vsd_angry_032_00140.wav,VSD:angry_032@14.0-20.0s,audio_dataset/processed/train/Aggression/AUD-004923.wav,1.294
AUD-001843,test,Vehicle Horn,Background Noise,0.006,0.993,model is sure it is Background Noise,us8k_7389-1-4-1.wav,UrbanSound8K:7389:car_horn,audio_dataset/processed/test/Vehicle Horn/AUD-001843.wav,1.294
AUD-006611,train,Background Noise,Panic Scream,0.007,0.984,model is sure it is Panic Scream,notscream_ZmbO1DwmUZY_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006611.wav,1.293
AUD-006719,train,Background Noise,Alarm or Siren,0.007,0.599,label gets a low probability,us8k_142003-2-0-0.wav,UrbanSound8K:142003:children_playing,audio_dataset/processed/train/Background Noise/AUD-006719.wav,1.293
AUD-006324,train,Background Noise,Panic Scream,0.007,0.993,model is sure it is Panic Scream,notscream_82EHZ4_pTps_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006324.wav,1.293
AUD-006407,train,Background Noise,Panic Scream,0.007,0.993,model is sure it is Panic Scream,notscream_fGPfAwuoYf8_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006407.wav,1.293
AUD-004730,train,Panic Scream,Background Noise,0.007,0.992,model is sure it is Background Noise,scream_ShK1-OLPJqA_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004730.wav,1.293
AUD-006910,train,Background Noise,Animal Sound,0.007,0.989,model is sure it is Animal Sound,us8k_79089-0-0-52.wav,UrbanSound8K:79089:air_conditioner,audio_dataset/processed/train/Background Noise/AUD-006910.wav,1.293
AUD-006553,train,Background Noise,Panic Scream,0.007,0.993,model is sure it is Panic Scream,notscream_TcoRmHHHNgI_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006553.wav,1.293
AUD-006539,train,Background Noise,Panic Scream,0.007,0.993,model is sure it is Panic Scream,notscream_rmprN7i_f_4_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006539.wav,1.293
AUD-006882,test,Background Noise,Animal Sound,0.007,0.991,model is sure it is Animal Sound,us8k_57320-0-0-37.wav,UrbanSound8K:57320:air_conditioner,audio_dataset/processed/test/Background Noise/AUD-006882.wav,1.293
AUD-001309,train,Alarm or Siren,Background Noise,0.007,0.992,model is sure it is Background Noise,us8k_34952-8-0-7.wav,UrbanSound8K:34952:siren,audio_dataset/processed/train/Alarm or Siren/AUD-001309.wav,1.293
AUD-005762,test,Background Noise,Animal Sound,0.007,0.993,model is sure it is Animal Sound,esc50_4-144083-C-16.wav,ESC-50:144083:wind,audio_dataset/processed/test/Background Noise/AUD-005762.wav,1.293
AUD-004370,train,Panic Scream,Background Noise,0.007,0.993,model is sure it is Background Noise,scream_bXABYl3QEqY_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004370.wav,1.293
AUD-000565,val,Glass Breaking,Gunshot,0.008,0.977,model is sure it is Gunshot,esc50_4-204121-A-39.wav,ESC-50:204121:glass_breaking,audio_dataset/processed/val/Glass Breaking/AUD-000565.wav,1.292
AUD-000603,train,Glass Breaking,Gunshot,0.008,0.823,model is sure it is Gunshot,extra_freesound_community-glass-break-2-80964.mp3,extra:Glass Breaking (manual),audio_dataset/processed/train/Glass Breaking/AUD-000603.wav,1.292
AUD-005572,val,Background Noise,Glass Breaking,0.008,0.99,model is sure it is Glass Breaking,esc50_2-144031-A-34.wav,ESC-50:144031:can_opening,audio_dataset/processed/val/Background Noise/AUD-005572.wav,1.292
AUD-005816,val,Background Noise,Aggression,0.008,0.992,model is sure it is Aggression,esc50_4-185575-B-20.wav,ESC-50:185575:crying_baby,audio_dataset/processed/val/Background Noise/AUD-005816.wav,1.292
AUD-004537,train,Panic Scream,Background Noise,0.008,0.812,model is sure it is Background Noise,scream_jBhXmVgGfTw_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004537.wav,1.292
AUD-006442,train,Background Noise,Panic Scream,0.008,0.991,model is sure it is Panic Scream,notscream_ibrI5oETbRg_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006442.wav,1.292
AUD-005186,train,Aggression,Background Noise,0.009,0.71,model is sure it is Background Noise,vsd_angry_204_01921.wav,VSD:angry_204@192.2-198.2s,audio_dataset/processed/train/Aggression/AUD-005186.wav,1.291
AUD-005446,val,Background Noise,Animal Sound,0.009,0.977,model is sure it is Animal Sound,esc50_1-211527-B-20.wav,ESC-50:211527:crying_baby,audio_dataset/processed/val/Background Noise/AUD-005446.wav,1.291
AUD-001830,train,Vehicle Horn,Background Noise,0.009,0.609,label gets a low probability,us8k_7389-1-0-7.wav,UrbanSound8K:7389:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001830.wav,1.291
AUD-006563,train,Background Noise,Machinery Fault,0.009,0.983,model is sure it is Machinery Fault,notscream_UnZ6ZqpNRts_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006563.wav,1.291
AUD-006008,train,Background Noise,Glass Breaking,0.009,0.991,model is sure it is Glass Breaking,extra_universfield-glass-hit-192119.mp3,extra:Background Noise (manual),audio_dataset/processed/train/Background Noise/AUD-006008.wav,1.291
AUD-000658,test,Alarm or Siren,Background Noise,0.009,0.983,model is sure it is Background Noise,esc50_3-139958-A-37.wav,ESC-50:139958:clock_alarm,audio_dataset/processed/test/Alarm or Siren/AUD-000658.wav,1.291
AUD-004559,train,Panic Scream,Background Noise,0.009,0.991,model is sure it is Background Noise,scream_KaDNaBWcn-w_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004559.wav,1.291
AUD-006356,train,Background Noise,Panic Scream,0.009,0.991,model is sure it is Panic Scream,notscream_b_KtUga1_pg_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006356.wav,1.291
AUD-005471,train,Background Noise,Gunshot,0.009,0.991,model is sure it is Gunshot,esc50_1-36402-A-23.wav,ESC-50:36402:breathing,audio_dataset/processed/train/Background Noise/AUD-005471.wav,1.291
AUD-001460,test,Alarm or Siren,Animal Sound,0.009,0.989,model is sure it is Animal Sound,us8k_94020-8-0-0.wav,UrbanSound8K:94020:siren,audio_dataset/processed/test/Alarm or Siren/AUD-001460.wav,1.291
AUD-006798,train,Background Noise,Alarm or Siren,0.01,0.606,label gets a low probability,us8k_178825-2-0-95.wav,UrbanSound8K:178825:children_playing,audio_dataset/processed/train/Background Noise/AUD-006798.wav,1.29
AUD-001999,train,Animal Sound,Background Noise,0.01,0.98,model is sure it is Background Noise,esc50_2-196688-A-8.wav,ESC-50:196688:sheep,audio_dataset/processed/train/Animal Sound/AUD-001999.wav,1.29
AUD-004327,train,Panic Scream,Background Noise,0.01,0.99,model is sure it is Background Noise,scream_AJpUGLilIqI_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004327.wav,1.29
AUD-005082,train,Aggression,Background Noise,0.011,0.987,model is sure it is Background Noise,vsd_angry_121_02584.wav,VSD:angry_121@258.4-264.4s,audio_dataset/processed/train/Aggression/AUD-005082.wav,1.289
AUD-000892,val,Alarm or Siren,Animal Sound,0.011,0.989,model is sure it is Animal Sound,us8k_156868-8-2-0.wav,UrbanSound8K:156868:siren,audio_dataset/processed/val/Alarm or Siren/AUD-000892.wav,1.289
AUD-005780,train,Background Noise,Aggression,0.011,0.915,model is sure it is Aggression,esc50_4-164243-A-26.wav,ESC-50:164243:laughing,audio_dataset/processed/train/Background Noise/AUD-005780.wav,1.289
AUD-002220,train,Animal Sound,Background Noise,0.011,0.989,model is sure it is Background Noise,esc50_5-197446-A-7.wav,ESC-50:197446:insects,audio_dataset/processed/train/Animal Sound/AUD-002220.wav,1.289
AUD-006550,val,Background Noise,Panic Scream,0.012,0.953,model is sure it is Panic Scream,notscream_suCjtFaA8Lw_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/val/Background Noise/AUD-006550.wav,1.288
AUD-000610,train,Glass Breaking,Gunshot,0.012,0.988,model is sure it is Gunshot,extra_ptffoyrrerirr-glass-breaking-171617.mp3,extra:Glass Breaking (manual),audio_dataset/processed/train/Glass Breaking/AUD-000610.wav,1.288
AUD-006791,train,Background Noise,Animal Sound,0.012,0.981,model is sure it is Animal Sound,us8k_177756-2-0-19.wav,UrbanSound8K:177756:children_playing,audio_dataset/processed/train/Background Noise/AUD-006791.wav,1.288
AUD-006731,train,Background Noise,Gunshot,0.012,0.988,model is sure it is Gunshot,us8k_147764-4-2-0.wav,UrbanSound8K:147764:drilling,audio_dataset/processed/train/Background Noise/AUD-006731.wav,1.288
AUD-006220,train,Background Noise,Machinery Fault,0.012,0.988,model is sure it is Machinery Fault,mimiinorm_mimii_00000318.wav,MIMII:mimii:normal,audio_dataset/processed/train/Background Noise/AUD-006220.wav,1.288
AUD-006766,train,Background Noise,Alarm or Siren,0.012,0.985,model is sure it is Alarm or Siren,us8k_165640-4-0-0.wav,UrbanSound8K:165640:drilling,audio_dataset/processed/train/Background Noise/AUD-006766.wav,1.288
AUD-004177,train,Panic Scream,Animal Sound,0.012,0.988,model is sure it is Animal Sound,scream_3PGk_NqInRs_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004177.wav,1.288
AUD-006443,train,Background Noise,Panic Scream,0.013,0.987,model is sure it is Panic Scream,notscream_IGJLvxwzu-k_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006443.wav,1.287
AUD-002638,val,Animal Sound,Background Noise,0.013,0.987,model is sure it is Background Noise,us8k_20015-3-0-14.wav,UrbanSound8K:20015:dog_bark,audio_dataset/processed/val/Animal Sound/AUD-002638.wav,1.287
AUD-004787,train,Panic Scream,Background Noise,0.013,0.986,model is sure it is Background Noise,scream_v9wvbr4y_y4_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/train/Panic Scream/AUD-004787.wav,1.287
AUD-001435,val,Alarm or Siren,Vehicle Horn,0.013,0.953,model is sure it is Vehicle Horn,us8k_90846-8-0-0.wav,UrbanSound8K:90846:siren,audio_dataset/processed/val/Alarm or Siren/AUD-001435.wav,1.287
AUD-006157,test,Background Noise,Machinery Fault,0.013,0.987,model is sure it is Machinery Fault,mimiinorm_mimii_00000218.wav,MIMII:mimii:normal,audio_dataset/processed/test/Background Noise/AUD-006157.wav,1.287
AUD-006266,train,Background Noise,Panic Scream,0.013,0.893,model is sure it is Panic Scream,notscream_-Tea8DpWZQM_out.wav,Kaggle Human Screaming Detection:NotScreaming,audio_dataset/processed/train/Background Noise/AUD-006266.wav,1.287
AUD-006721,train,Background Noise,Alarm or Siren,0.013,0.731,model is sure it is Alarm or Siren,us8k_14387-9-0-11.wav,UrbanSound8K:14387:street_music,audio_dataset/processed/train/Background Noise/AUD-006721.wav,1.287
AUD-005854,train,Background Noise,Panic Scream,0.014,0.986,model is sure it is Panic Scream,esc50_4-59579-A-20.wav,ESC-50:59579:crying_baby,audio_dataset/processed/train/Background Noise/AUD-005854.wav,1.286
AUD-004751,test,Panic Scream,Background Noise,0.015,0.984,model is sure it is Background Noise,scream_TGLRVVyQ1WQ_out.wav,Kaggle Human Screaming Detection:Screaming,audio_dataset/processed/test/Panic Scream/AUD-004751.wav,1.285
AUD-005985,train,Background Noise,Animal Sound,0.015,0.984,model is sure it is Animal Sound,extra_freesound_community-glass-clinking-92385.mp3,extra:Background Noise (manual),audio_dataset/processed/train/Background Noise/AUD-005985.wav,1.285
AUD-001487,train,Vehicle Horn,Animal Sound,0.016,0.977,model is sure it is Animal Sound,esc50_1-17124-A-43.wav,ESC-50:17124:car_horn,audio_dataset/processed/train/Vehicle Horn/AUD-001487.wav,1.284
AUD-002407,train,Animal Sound,Background Noise,0.016,0.974,model is sure it is Background Noise,us8k_128891-3-0-5.wav,UrbanSound8K:128891:dog_bark,audio_dataset/processed/train/Animal Sound/AUD-002407.wav,1.284
AUD-005498,train,Background Noise,Animal Sound,0.016,0.984,model is sure it is Animal Sound,esc50_1-61534-A-27.wav,ESC-50:61534:brushing_teeth,audio_dataset/processed/train/Background Noise/AUD-005498.wav,1.284
AUD-005957,val,Background Noise,Animal Sound,0.016,0.983,model is sure it is Animal Sound,esc50_5-259640-A-29.wav,ESC-50:259640:drinking_sipping,audio_dataset/processed/val/Background Noise/AUD-005957.wav,1.284
